listing_id,agent_id,property_type,address,city,province,asking_price_idr,size_sqm,bedrooms,bathrooms,land_area_sqm,listed_date,status,days_on_market
LST00198,AGT074,Apartemen,Jl. Wolter Monginsidi No. 238,Bandung,Jawa Barat,3848000000,177,3,2,,2022-09-23,active,315
LST00199,AGT145,Kavling,Jl. Malioboro No. 127,Jakarta Utara,DKI Jakarta,2233000000,346,0,0,346,2023-01-04,active,313
LST00200,AGT060,Kavling,Perumahan Griya Asri Blok D21 No. 16,Jakarta Barat,DKI Jakarta,1389000000,179,0,0,179,2023-03-01,sold,158
LST00201,AGT107,Kavling,Perumahan Citra Garden Blok G21 No. 28,Bandung,Jawa Barat,1895000000,103,0,0,103,2022-01-24,active,328
LST00202,AGT052,Kavling,Jl. Cikini No. 77,Depok,Jawa Barat,1353000000,210,0,0,210,2024-11-03,active,282
LST00203,AGT083,Kavling,Jl. Senopati No. 102,Surabaya,Jawa Timur,225000000,138,0,0,138,2022-03-01,sold,45
LST00204,AGT050,Rumah,Jl. Sakura No. 124,Jakarta Selatan,DKI Jakarta,5915000000,486,4,4,607,2022-11-15,active,322
LST00205,AGT118,Rumah,Jl. Kenanga No. 214,Surabaya,Jawa Timur,14675000000,334,4,4,534,2024-12-03,sold,77
LST00206,AGT145,Kavling,Jl. Melati No. 54,Tangerang,Banten,2977000000,241,0,0,241,2023-11-11,active,182
LST00207,AGT017,Rumah,Jl. Mahoni No. 147,Yogyakarta,DI Yogyakarta,2946000000,203,2,2,299,2024-03-08,sold,48
LST00208,AGT030,Rumah,Cluster Mawar Blok A16 No. 31,Surabaya,Jawa Timur,14665000000,460,4,3,641,2024-02-01,active,232
LST00209,AGT078,Rumah,Perumahan Griya Asri Blok G7 No. 12,Bekasi,Jawa Barat,4041000000,328,4,2,356,2024-06-27,active,260
LST00210,AGT007,Apartemen,Jl. Basuki Rahmat No. 188,Surabaya,Jawa Timur,4303000000,150,2,1,,2024-12-08,sold,80
LST00211,AGT084,Rumah,Jl. Tunjungan No. 100,Yogyakarta,DI Yogyakarta,2847000000,453,2,1,505,2024-12-05,off_market,89
LST00212,AGT002,Vila,Jl. Anggrek No. 27,Jakarta Timur,DKI Jakarta,11190000000,172,7,6,392,2024-12-02,sold,169
LST00213,AGT080,Kavling,Jl. Kelapa No. 83,Surabaya,Jawa Timur,292000000,375,0,0,375,2023-02-15,active,99
LST00214,AGT074,Rumah,Perumahan Bintaro Sektor Blok B9 No. 15,Jakarta Barat,DKI Jakarta,5032000000,332,4,4,503,2022-02-01,active,319
LST00215,AGT144,Apartemen,Jl. Kemang Raya No. 70,Surabaya,Jawa Timur,4561000000,48,2,3,,2022-10-17,active,361
LST00216,AGT073,Kavling,Perumahan Kelapa Gading Blok E29 No. 44,Bekasi,Jawa Barat,2551000000,205,0,0,205,2025-01-12,active,228
LST00217,AGT013,Rumah,Perumahan Taman Mas Blok D13 No. 23,Bekasi,Jawa Barat,2631000000,74,5,1,101,2024-07-02,active,316
LST00218,AGT092,Apartemen,Jl. Dahlia No. 250,Jakarta Timur,DKI Jakarta,2909000000,107,2,3,,2024-08-11,sold,146
LST00219,AGT034,Ruko,Jl. Tunjungan No. 121,Bandung,Jawa Barat,2322000000,319,0,1,377,2023-04-20,sold,58
LST00220,AGT037,Ruko,Jl. Senopati No. 202,Bogor,Jawa Barat,5027000000,266,0,2,289,2023-10-28,active,233
LST00221,AGT125,Rumah,Jl. Mahoni No. 73,Depok,Jawa Barat,995000000,93,5,1,182,2023-12-15,active,310
LST00222,AGT148,Apartemen,Jl. Flamboyan No. 84,Surabaya,Jawa Timur,1393000000,152,1,2,,2022-05-26,sold,78
LST00223,AGT137,Apartemen,Jl. Mahoni No. 250,Depok,Jawa Barat,4126000000,124,4,1,,2024-09-14,sold,99
LST00224,AGT017,Kavling,Jl. Pemuda No. 201,Bandung,Jawa Barat,1595000000,186,0,0,186,2024-06-10,sold,146
LST00225,AGT088,Rumah,Jl. Malioboro No. 30,Depok,Jawa Barat,9421000000,415,3,1,584,2024-08-06,sold,84
LST00226,AGT143,Apartemen,Jl. Cempaka No. 154,Jakarta Selatan,DKI Jakarta,1149000000,135,2,2,,2022-08-11,active,351
LST00227,AGT098,Rumah,Jl. Mawar No. 194,Bekasi,Jawa Barat,5864000000,313,2,1,368,2022-10-28,sold,170
LST00228,AGT039,Rumah,Jl. Pinang No. 53,Yogyakarta,DI Yogyakarta,7921000000,332,4,4,489,2023-10-11,active,154
LST00229,AGT146,Apartemen,Jl. Solo No. 104,Surabaya,Jawa Timur,2844000000,133,3,1,,2022-09-19,sold,76
LST00230,AGT016,Rumah,Jl. Wolter Monginsidi No. 29,Bandung,Jawa Barat,6549000000,341,2,1,521,2023-08-01,sold,8
LST00231,AGT061,Kavling,Jl. Kemang Raya No. 183,Depok,Jawa Barat,1968000000,439,0,0,439,2024-02-23,active,208
LST00232,AGT098,Rumah,Jl. Pinang No. 143,Jakarta Pusat,DKI Jakarta,7630000000,339,3,3,383,2024-02-27,sold,93
LST00233,AGT107,Rumah,Perumahan Griya Asri Blok B24 No. 63,Jakarta Selatan,DKI Jakarta,3027000000,207,3,1,209,2024-06-13,active,70
LST00234,AGT022,Ruko,Jl. Pemuda No. 160,Bandung,Jawa Barat,3048000000,292,0,2,392,2023-01-04,active,233
LST00235,AGT131,Rumah,Cluster Mawar Blok E1 No. 74,Jakarta Selatan,DKI Jakarta,7448000000,342,5,4,432,2024-10-17,off_market,151
LST00236,AGT129,Rumah,Perumahan Griya Asri Blok E16 No. 91,Yogyakarta,DI Yogyakarta,4911000000,270,6,5,363,2024-01-25,sold,29
LST00237,AGT149,Kavling,Perumahan Graha Famili Blok F17 No. 97,Bandung,Jawa Barat,2172000000,433,0,0,433,2023-07-27,sold,120
LST00238,AGT133,Rumah,Jl. Cempaka No. 176,Jakarta Pusat,DKI Jakarta,1781000000,327,6,1,389,2025-01-09,sold,149
LST00239,AGT080,Rumah,Jl. Basuki Rahmat No. 147,Depok,Jawa Barat,10544000000,87,4,1,207,2023-11-10,active,216
LST00240,AGT091,Rumah,Jl. Cikini No. 187,Malang,Jawa Timur,13578000000,210,4,2,219,2023-06-18,active,32
LST00241,AGT122,Apartemen,Jl. Melati No. 74,Jakarta Barat,DKI Jakarta,1735000000,168,1,2,,2024-09-19,active,43
LST00242,AGT033,Apartemen,Jl. Gatot Subroto No. 71,Jakarta Timur,DKI Jakarta,4491000000,41,3,2,,2023-06-11,sold,4
LST00243,AGT029,Ruko,Jl. Asia Afrika No. 207,Tangerang,Banten,3660000000,382,0,3,401,2022-12-26,sold,67
LST00244,AGT061,Vila,Jl. Cendana No. 153,Jakarta Selatan,DKI Jakarta,16889000000,242,7,6,467,2022-11-12,sold,127
LST00245,AGT106,Ruko,Jl. Mahoni No. 54,Jakarta Selatan,DKI Jakarta,7077000000,201,0,3,257,2023-12-08,active,28
LST00246,AGT068,Apartemen,Jl. Cikini No. 122,Jakarta Selatan,DKI Jakarta,1300000000,35,2,2,,2024-12-26,sold,60
LST00247,AGT098,Ruko,Jl. Pemuda No. 4,Surabaya,Jawa Timur,7190000000,322,0,2,340,2023-08-15,active,230
LST00248,AGT098,Kavling,Jl. Anggrek No. 25,Tangerang,Banten,2979000000,241,0,0,241,2024-12-24,sold,164
LST00249,AGT091,Ruko,Jl. Gatot Subroto No. 206,Jakarta Barat,DKI Jakarta,7874000000,392,0,3,426,2022-07-21,sold,66
LST00250,AGT150,Vila,Jl. Pinang No. 134,Jakarta Barat,DKI Jakarta,13817000000,386,4,5,780,2023-11-23,active,347
LST00251,AGT047,Apartemen,Jl. Mawar No. 106,Jakarta Selatan,DKI Jakarta,2916000000,162,1,1,,2022-07-20,active,269
LST00252,AGT027,Apartemen,Jl. Pinang No. 9,Depok,Jawa Barat,4003000000,111,2,3,,2022-02-18,off_market,77
LST00253,AGT015,Rumah,Perumahan Taman Mas Blok A28 No. 78,Jakarta Selatan,DKI Jakarta,10234000000,396,3,3,559,2022-09-24,sold,97
LST00254,AGT145,Apartemen,Jl. Cempaka No. 164,Jakarta Selatan,DKI Jakarta,1863000000,50,2,2,,2024-07-17,sold,71
LST00255,AGT110,Rumah,Jl. Gatot Subroto No. 199,Tangerang,Banten,11841000000,401,4,3,442,2022-05-08,sold,98
LST00256,AGT100,Kavling,Perumahan Kelapa Gading Blok B15 No. 9,Medan,Sumatera Utara,1562000000,110,0,0,110,2024-10-04,active,103
LST00257,AGT101,Ruko,Jl. Pemuda No. 56,Surabaya,Jawa Timur,3723000000,331,0,1,349,2022-08-06,sold,114
LST00258,AGT067,Rumah,Jl. Pahlawan No. 5,Bali,Bali,2192000000,77,2,1,223,2024-10-16,active,77
LST00259,AGT001,Vila,Jl. Riau No. 148,Jakarta Barat,DKI Jakarta,2239000000,490,6,6,617,2022-01-08,active,264
LST00260,AGT126,Rumah,Cluster Mawar Blok F27 No. 62,Bekasi,Jawa Barat,8333000000,283,5,1,421,2022-09-06,active,291
LST00261,AGT138,Rumah,Jl. Dahlia No. 94,Jakarta Barat,DKI Jakarta,6380000000,230,4,4,244,2024-12-30,active,175
LST00262,AGT021,Apartemen,Jl. Braga No. 170,Jakarta Pusat,DKI Jakarta,4115000000,96,2,1,,2023-01-27,sold,77
LST00263,AGT100,Rumah,Jl. Pahlawan No. 189,Jakarta Selatan,DKI Jakarta,2249000000,382,4,4,403,2023-01-24,off_market,101
LST00264,AGT010,Rumah,Perumahan Citra Garden Blok F10 No. 64,Jakarta Selatan,DKI Jakarta,3663000000,72,6,2,197,2024-12-29,active,231
LST00265,AGT005,Apartemen,Jl. Anggrek No. 104,Malang,Jawa Timur,653000000,108,1,2,,2022-08-31,sold,55
LST00266,AGT134,Vila,Jl. Cempaka No. 10,Jakarta Selatan,DKI Jakarta,16019000000,497,7,6,926,2022-10-17,sold,126
LST00267,AGT005,Rumah,Jl. Mawar No. 45,Jakarta Timur,DKI Jakarta,8220000000,376,2,1,555,2022-04-13,active,158
LST00268,AGT025,Apartemen,Jl. Flamboyan No. 30,Jakarta Barat,DKI Jakarta,4087000000,178,2,3,,2024-10-15,sold,153
LST00269,AGT057,Kavling,Perumahan Cibubur Country Blok G27 No. 95,Bandung,Jawa Barat,458000000,491,0,0,491,2024-04-03,off_market,196
LST00270,AGT031,Rumah,Jl. Kelapa No. 196,Semarang,Jawa Tengah,11708000000,354,6,2,436,2022-04-04,sold,152
LST00271,AGT045,Rumah,Jl. Mahoni No. 179,Yogyakarta,DI Yogyakarta,5996000000,92,2,2,128,2024-01-28,sold,142
LST00272,AGT043,Ruko,Jl. Braga No. 200,Jakarta Selatan,DKI Jakarta,7987000000,204,0,3,209,2022-11-20,active,9
LST00273,AGT125,Rumah,Jl. Diponegoro No. 107,Jakarta Selatan,DKI Jakarta,1822000000,63,2,1,85,2024-09-01,sold,178
LST00274,AGT033,Rumah,Perumahan Bintaro Sektor Blok E23 No. 5,Tangerang,Banten,3877000000,133,4,4,238,2023-01-04,active,368
LST00275,AGT128,Rumah,Perumahan BSD Blok B4 No. 68,Jakarta Barat,DKI Jakarta,10527000000,105,4,3,212,2022-07-15,sold,159
LST00276,AGT093,Rumah,Jl. Kelapa No. 71,Bandung,Jawa Barat,14634000000,449,6,5,505,2022-04-19,sold,50
LST00277,AGT029,Rumah,Perumahan Griya Asri Blok A21 No. 47,Depok,Jawa Barat,13551000000,136,5,4,181,2023-08-07,active,108
LST00278,AGT112,Apartemen,Jl. Kenanga No. 237,Semarang,Jawa Tengah,2409000000,107,4,1,,2025-01-05,off_market,120
LST00279,AGT041,Apartemen,Jl. Pahlawan No. 152,Jakarta Timur,DKI Jakarta,588000000,146,1,1,,2023-10-30,sold,108
LST00280,AGT051,Apartemen,Jl. Sudirman No. 189,Surabaya,Jawa Timur,3018000000,80,1,2,,2024-04-24,active,103
LST00281,AGT097,Rumah,Cluster Mawar Blok B7 No. 79,Surabaya,Jawa Timur,4115000000,97,5,5,221,2024-07-20,sold,46
LST00282,AGT100,Kavling,Jl. Pinang No. 162,Jakarta Pusat,DKI Jakarta,1729000000,149,0,0,149,2024-01-05,sold,70
LST00283,AGT052,Rumah,Cluster Anggrek Blok D14 No. 22,Surabaya,Jawa Timur,6003000000,125,2,1,196,2023-12-05,active,113
LST00284,AGT076,Ruko,Jl. Pisang No. 23,Surabaya,Jawa Timur,3368000000,393,0,1,466,2024-04-23,sold,134
LST00285,AGT126,Apartemen,Jl. Pemuda No. 189,Bogor,Jawa Barat,2123000000,173,4,2,,2023-05-21,active,127
LST00286,AGT084,Apartemen,Jl. Mawar No. 107,Bali,Bali,3907000000,170,2,3,,2022-04-01,sold,11
LST00287,AGT121,Rumah,Jl. Basuki Rahmat No. 208,Semarang,Jawa Tengah,12517000000,453,6,1,561,2022-07-20,active,232
LST00288,AGT127,Apartemen,Jl. Sakura No. 92,Jakarta Selatan,DKI Jakarta,2320000000,43,1,2,,2023-08-29,sold,62
LST00289,AGT024,Ruko,Jl. Tunjungan No. 220,Jakarta Selatan,DKI Jakarta,1060000000,325,0,3,364,2022-02-19,active,233
LST00290,AGT119,Rumah,Jl. Mawar No. 221,Tangerang,Banten,13145000000,130,5,2,224,2022-05-25,sold,99
LST00291,AGT086,Rumah,Perumahan Pondok Indah Blok E19 No. 27,Bekasi,Jawa Barat,9198000000,76,4,4,268,2022-06-15,sold,159
LST00292,AGT086,Rumah,Jl. Tulip No. 99,Jakarta Selatan,DKI Jakarta,12554000000,88,6,6,181,2024-01-19,sold,120
LST00293,AGT011,Apartemen,Jl. Cempaka No. 144,Bandung,Jawa Barat,3344000000,115,2,3,,2023-02-24,sold,36
LST00294,AGT086,Rumah,Jl. Kelapa No. 193,Jakarta Utara,DKI Jakarta,4409000000,336,2,2,524,2023-04-07,sold,83
LST00295,AGT091,Rumah,Perumahan Cibubur Country Blok D16 No. 65,Yogyakarta,DI Yogyakarta,4880000000,317,5,3,330,2024-12-14,active,63
LST00296,AGT121,Rumah,Jl. Cempaka No. 49,Bandung,Jawa Barat,12129000000,332,6,3,447,2024-07-26,sold,23
LST00297,AGT021,Rumah,Perumahan Taman Mas Blok F5 No. 64,Bekasi,Jawa Barat,6900000000,151,4,1,178,2022-11-05,sold,53
LST00298,AGT134,Apartemen,Jl. Sakura No. 122,Jakarta Selatan,DKI Jakarta,535000000,97,4,3,,2023-12-12,sold,108
LST00299,AGT114,Ruko,Jl. Pisang No. 214,Bandung,Jawa Barat,1151000000,229,0,1,237,2024-11-30,active,331
LST00300,AGT086,Rumah,Jl. Kaliurang No. 216,Jakarta Barat,DKI Jakarta,7245000000,356,4,3,480,2025-01-28,sold,114
LST00301,AGT118,Apartemen,Jl. Thamrin No. 59,Bandung,Jawa Barat,2841000000,167,2,2,,2024-09-18,sold,96
LST00302,AGT074,Ruko,Jl. Mahoni No. 159,Surabaya,Jawa Timur,1575000000,155,0,2,191,2022-11-26,active,365
LST00303,AGT138,Rumah,Jl. Cendana No. 42,Jakarta Barat,DKI Jakarta,5173000000,153,3,3,330,2023-05-03,active,60
LST00304,AGT011,Ruko,Jl. Jati No. 53,Jakarta Selatan,DKI Jakarta,5987000000,374,0,1,430,2022-03-13,sold,171
LST00305,AGT082,Apartemen,Jl. Mahoni No. 137,Yogyakarta,DI Yogyakarta,3166000000,59,3,2,,2023-09-10,sold,32
LST00306,AGT007,Kavling,Jl. Tunjungan No. 238,Surabaya,Jawa Timur,1857000000,335,0,0,335,2023-10-18,active,80
LST00307,AGT002,Rumah,Jl. Basuki Rahmat No. 230,Jakarta Timur,DKI Jakarta,12599000000,339,6,3,504,2023-08-17,active,387
LST00308,AGT147,Apartemen,Jl. Basuki Rahmat No. 231,Jakarta Utara,DKI Jakarta,1554000000,166,4,2,,2022-03-24,sold,36
LST00309,AGT142,Kavling,Perumahan Pondok Indah Blok G8 No. 58,Medan,Sumatera Utara,678000000,237,0,0,237,2024-01-02,active,48
LST00310,AGT084,Rumah,Perumahan Kelapa Gading Blok B1 No. 11,Yogyakarta,DI Yogyakarta,1401000000,371,3,3,505,2025-01-07,sold,115
LST00311,AGT023,Rumah,Jl. Solo No. 242,Surabaya,Jawa Timur,8885000000,261,3,2,342,2022-04-25,active,342
LST00312,AGT093,Kavling,Jl. Pemuda No. 95,Yogyakarta,DI Yogyakarta,1828000000,155,0,0,155,2024-03-01,active,191
LST00313,AGT004,Kavling,Cluster Anggrek Blok G18 No. 12,Yogyakarta,DI Yogyakarta,1365000000,256,0,0,256,2023-03-18,active,373
LST00314,AGT114,Apartemen,Jl. Pemuda No. 187,Bandung,Jawa Barat,3754000000,135,3,1,,2024-04-28,active,72
LST00315,AGT023,Ruko,Jl. Kaliurang No. 86,Depok,Jawa Barat,3153000000,186,0,2,246,2022-05-16,active,303
LST00316,AGT097,Ruko,Jl. Dago No. 45,Tangerang,Banten,2249000000,83,0,2,164,2024-08-04,sold,146
LST00317,AGT036,Apartemen,Jl. Anggrek No. 211,Semarang,Jawa Tengah,1982000000,69,4,2,,2023-09-11,active,300
LST00318,AGT078,Apartemen,Jl. Mawar No. 40,Depok,Jawa Barat,4397000000,165,4,1,,2023-06-22,active,154
LST00319,AGT121,Apartemen,Jl. Sudirman No. 8,Bekasi,Jawa Barat,1367000000,189,3,2,,2022-09-02,active,392
LST00320,AGT071,Vila,Jl. Pemuda No. 223,Jakarta Selatan,DKI Jakarta,17156000000,184,7,8,419,2023-06-13,active,322
LST00321,AGT122,Apartemen,Jl. Kenanga No. 38,Bali,Bali,1329000000,117,1,2,,2023-10-17,sold,119
LST00322,AGT035,Rumah,Jl. Wolter Monginsidi No. 13,Surabaya,Jawa Timur,6355000000,143,2,2,235,2023-08-17,sold,75
LST00323,AGT136,Apartemen,Jl. Flamboyan No. 154,Bandung,Jawa Barat,979000000,153,2,3,,2022-12-09,active,279
LST00324,AGT083,Rumah,Jl. Asia Afrika No. 25,Jakarta Selatan,DKI Jakarta,14794000000,221,4,3,396,2024-12-30,sold,149
LST00325,AGT091,Rumah,Cluster Anggrek Blok D11 No. 21,Jakarta Pusat,DKI Jakarta,13989000000,133,2,1,265,2022-07-29,active,112
LST00326,AGT040,Apartemen,Jl. Kaliurang No. 217,Yogyakarta,DI Yogyakarta,4473000000,78,2,3,,2024-12-25,active,365
LST00327,AGT142,Apartemen,Jl. Sakura No. 237,Jakarta Selatan,DKI Jakarta,1283000000,128,4,1,,2022-02-05,sold,123
LST00328,AGT090,Apartemen,Jl. Kaliurang No. 196,Depok,Jawa Barat,2902000000,198,3,1,,2023-12-02,active,89
LST00329,AGT078,Rumah,Jl. Cendana No. 177,Depok,Jawa Barat,971000000,441,2,1,473,2023-04-10,sold,79
LST00330,AGT033,Apartemen,Jl. Tulip No. 20,Jakarta Barat,DKI Jakarta,2069000000,55,1,2,,2022-02-08,sold,124
LST00331,AGT111,Vila,Jl. Kenanga No. 121,Surabaya,Jawa Timur,2393000000,250,3,2,706,2022-09-01,off_market,159
LST00332,AGT012,Kavling,Jl. Flamboyan No. 201,Yogyakarta,DI Yogyakarta,471000000,234,0,0,234,2022-09-11,sold,155
LST00333,AGT053,Ruko,Jl. Cendana No. 217,Yogyakarta,DI Yogyakarta,4077000000,174,0,3,218,2023-07-23,active,297
LST00334,AGT090,Apartemen,Jl. Flamboyan No. 210,Jakarta Timur,DKI Jakarta,3235000000,63,2,3,,2022-01-29,active,271
LST00335,AGT056,Apartemen,Jl. Flamboyan No. 237,Jakarta Utara,DKI Jakarta,1919000000,94,2,3,,2023-03-15,sold,130
LST00336,AGT122,Rumah,Jl. Flamboyan No. 47,Bandung,Jawa Barat,6504000000,417,6,2,529,2023-12-28,sold,98
LST00337,AGT109,Kavling,Perumahan Taman Mas Blok G11 No. 16,Bogor,Jawa Barat,1077000000,343,0,0,343,2024-08-12,active,57
LST00338,AGT134,Rumah,Jl. Dahlia No. 84,Tangerang,Banten,2726000000,313,4,3,455,2024-10-08,active,60
LST00339,AGT099,Ruko,Jl. Pahlawan No. 58,Jakarta Selatan,DKI Jakarta,5446000000,313,0,3,407,2024-04-14,active,149
LST00340,AGT110,Ruko,Jl. Mawar No. 173,Bali,Bali,3893000000,115,0,2,201,2024-10-03,active,345
LST00341,AGT027,Rumah,Perumahan Bintaro Sektor Blok D13 No. 89,Bali,Bali,6994000000,284,6,6,457,2022-07-28,sold,44
LST00342,AGT017,Ruko,Jl. Riau No. 32,Jakarta Selatan,DKI Jakarta,6759000000,181,0,2,206,2023-04-22,active,218
LST00343,AGT128,Apartemen,Jl. Wolter Monginsidi No. 122,Surabaya,Jawa Timur,2631000000,170,3,3,,2024-04-08,sold,125
LST00344,AGT131,Apartemen,Jl. Malioboro No. 128,Yogyakarta,DI Yogyakarta,2634000000,59,4,1,,2023-04-18,sold,161
LST00345,AGT035,Apartemen,Jl. Melati No. 249,Depok,Jawa Barat,593000000,47,1,1,,2023-01-02,active,196
LST00346,AGT084,Ruko,Jl. Cempaka No. 170,Tangerang,Banten,3302000000,235,0,3,314,2024-11-30,active,393
LST00347,AGT127,Ruko,Jl. Solo No. 67,Jakarta Barat,DKI Jakarta,8435000000,183,0,2,267,2025-01-15,active,176
LST00348,AGT139,Ruko,Jl. Tulip No. 99,Depok,Jawa Barat,9755000000,89,0,1,144,2024-07-10,sold,81
LST00349,AGT097,Kavling,Perumahan Bintaro Sektor Blok E22 No. 39,Jakarta Selatan,DKI Jakarta,2012000000,315,0,0,315,2022-12-03,active,252
LST00350,AGT111,Apartemen,Jl. Malioboro No. 169,Malang,Jawa Timur,1451000000,101,4,2,,2025-01-09,active,293
LST00351,AGT121,Rumah,Cluster Anggrek Blok E13 No. 79,Tangerang,Banten,8297000000,347,3,3,361,2023-12-24,sold,73
LST00352,AGT083,Rumah,Jl. Wolter Monginsidi No. 208,Jakarta Selatan,DKI Jakarta,1506000000,74,6,1,106,2022-02-25,active,392
LST00353,AGT088,Apartemen,Jl. Dago No. 90,Jakarta Timur,DKI Jakarta,3467000000,46,4,2,,2022-04-26,active,339
LST00354,AGT063,Apartemen,Jl. Cempaka No. 223,Surabaya,Jawa Timur,2378000000,82,3,3,,2023-09-17,sold,30
LST00355,AGT087,Rumah,Jl. Pemuda No. 146,Depok,Jawa Barat,3281000000,70,6,3,79,2024-11-20,sold,108
LST00356,AGT069,Kavling,Jl. Melati No. 82,Bali,Bali,283000000,436,0,0,436,2024-02-13,sold,147
LST00357,AGT100,Apartemen,Jl. Kelapa No. 87,Bandung,Jawa Barat,2991000000,168,1,2,,2024-10-14,active,258
LST00358,AGT087,Kavling,Cluster Mawar Blok B16 No. 82,Depok,Jawa Barat,882000000,394,0,0,394,2022-06-04,sold,138
LST00359,AGT055,Rumah,Jl. Pisang No. 160,Bali,Bali,5208000000,195,2,2,341,2022-07-08,active,368
LST00360,AGT149,Rumah,Jl. Kaliurang No. 122,Tangerang,Banten,2052000000,363,4,3,380,2024-05-24,active,108
LST00361,AGT089,Ruko,Jl. Kemang Raya No. 52,Surabaya,Jawa Timur,2056000000,234,0,3,272,2024-04-28,active,206
LST00362,AGT065,Ruko,Jl. Melati No. 161,Bali,Bali,9243000000,312,0,3,409,2024-11-23,active,96
LST00363,AGT148,Kavling,Jl. Tunjungan No. 69,Bekasi,Jawa Barat,2244000000,189,0,0,189,2024-12-27,sold,158
LST00364,AGT112,Rumah,Jl. Sudirman No. 39,Bandung,Jawa Barat,9775000000,432,2,1,525,2023-09-07,sold,112
LST00365,AGT106,Apartemen,Jl. Diponegoro No. 166,Bekasi,Jawa Barat,2960000000,38,2,2,,2022-11-25,active,132
LST00366,AGT061,Rumah,Perumahan Kelapa Gading Blok D16 No. 72,Bali,Bali,7149000000,182,2,1,231,2024-06-12,active,217
LST00367,AGT010,Kavling,Perumahan Griya Asri Blok C26 No. 36,Surabaya,Jawa Timur,1027000000,161,0,0,161,2022-12-27,active,330
LST00368,AGT011,Ruko,Jl. Cikini No. 222,Yogyakarta,DI Yogyakarta,8760000000,90,0,1,100,2022-05-11,sold,105
LST00369,AGT094,Apartemen,Jl. Solo No. 239,Bekasi,Jawa Barat,1089000000,123,2,1,,2022-09-05,active,268
LST00370,AGT149,Rumah,Perumahan Taman Mas Blok G26 No. 41,Depok,Jawa Barat,13199000000,328,4,4,351,2023-11-06,sold,150
LST00371,AGT100,Ruko,Jl. Kelapa No. 249,Bali,Bali,4665000000,296,0,1,314,2023-07-17,sold,113
LST00372,AGT105,Apartemen,Jl. Tulip No. 82,Bali,Bali,2433000000,172,1,2,,2025-01-22,active,217
LST00373,AGT122,Vila,Jl. Cikini No. 6,Bekasi,Jawa Barat,9072000000,292,4,4,585,2022-03-13,off_market,57
LST00374,AGT062,Apartemen,Jl. Asia Afrika No. 232,Yogyakarta,DI Yogyakarta,2422000000,163,4,2,,2022-09-07,sold,137
LST00375,AGT061,Apartemen,Jl. Thamrin No. 78,Jakarta Selatan,DKI Jakarta,3974000000,121,1,2,,2022-07-04,active,388
LST00376,AGT061,Ruko,Jl. Dago No. 203,Bali,Bali,5672000000,187,0,1,243,2022-03-11,sold,71
LST00377,AGT021,Apartemen,Jl. Flamboyan No. 212,Tangerang,Banten,4377000000,142,4,2,,2022-11-25,active,358
LST00378,AGT067,Rumah,Jl. Kemang Raya No. 117,Jakarta Selatan,DKI Jakarta,8795000000,93,4,4,247,2022-02-26,sold,14
LST00379,AGT048,Kavling,Jl. Sakura No. 1,Bali,Bali,2781000000,307,0,0,307,2024-03-31,active,103
LST00380,AGT079,Apartemen,Jl. Kaliurang No. 183,Semarang,Jawa Tengah,2920000000,169,1,1,,2022-09-24,sold,153
LST00381,AGT106,Ruko,Jl. Jati No. 176,Surabaya,Jawa Timur,6033000000,311,0,2,405,2023-11-02,sold,73
LST00382,AGT051,Rumah,Jl. Pisang No. 6,Jakarta Utara,DKI Jakarta,1882000000,272,4,2,372,2022-02-17,sold,143
LST00383,AGT059,Rumah,Jl. Kenanga No. 103,Bali,Bali,1957000000,296,3,2,475,2024-05-28,off_market,163
LST00384,AGT039,Apartemen,Jl. Kaliurang No. 112,Depok,Jawa Barat,1079000000,116,2,3,,2024-07-18,active,345
LST00385,AGT127,Ruko,Jl. Gatot Subroto No. 74,Depok,Jawa Barat,2741000000,194,0,3,220,2024-10-09,active,196
LST00386,AGT034,Ruko,Jl. Diponegoro No. 187,Jakarta Selatan,DKI Jakarta,7866000000,185,0,3,212,2023-01-23,sold,108
LST00387,AGT047,Rumah,Jl. Sudirman No. 159,Depok,Jawa Barat,7193000000,465,3,1,539,2024-07-12,sold,64
LST00388,AGT095,Kavling,Jl. Dahlia No. 3,Tangerang,Banten,2587000000,430,0,0,430,2024-08-18,active,69
LST00389,AGT083,Apartemen,Jl. Pemuda No. 189,Jakarta Barat,DKI Jakarta,3606000000,197,2,3,,2023-06-09,active,38
LST00390,AGT025,Ruko,Jl. Basuki Rahmat No. 233,Bali,Bali,9925000000,110,0,1,152,2023-12-27,active,311
LST00391,AGT012,Kavling,Jl. Braga No. 78,Bandung,Jawa Barat,221000000,209,0,0,209,2024-03-19,sold,172
LST00392,AGT095,Apartemen,Jl. Solo No. 127,Depok,Jawa Barat,1433000000,165,1,1,,2023-11-26,sold,120
LST00393,AGT034,Rumah,Perumahan Cibubur Country Blok A5 No. 64,Bali,Bali,1968000000,222,6,4,258,2023-07-30,sold,93
LST00394,AGT111,Ruko,Jl. Kaliurang No. 81,Depok,Jawa Barat,5435000000,214,0,3,311,2024-06-11,sold,43
LST00395,AGT081,Kavling,Jl. Pahlawan No. 14,Jakarta Barat,DKI Jakarta,2212000000,471,0,0,471,2023-01-22,sold,39
LST00396,AGT014,Apartemen,Jl. Tunjungan No. 112,Depok,Jawa Barat,2233000000,68,1,2,,2022-08-26,sold,127
