inquiry_id,listing_id,agent_id,inquiry_date,contact_method,outcome,response_time_hours
INQ00355,LST00855,AGT043,2022-10-20,WhatsApp,viewing_scheduled,19:01
INQ00356,LST00913,AGT038,2024-07-10,WhatsApp,info_sent,48:02:00
INQ00357,LST00594,AGT110,2022-05-04,WhatsApp,info_sent,0:04
INQ00358,LST00235,AGT131,2024-10-27,WhatsApp,viewing_scheduled,17:03
INQ00359,LST00003,AGT054,2024-11-04,WhatsApp,no_response,
INQ00360,LST00822,AGT142,2024-09-07,WhatsApp,viewing_scheduled,58:07:00
INQ00361,LST00560,AGT095,2022-05-04,WhatsApp,viewing_scheduled,62:05:00
INQ00362,LST00751,AGT083,2023-10-22,WhatsApp,deal_closed,43:03:00
INQ00363,LST00053,AGT141,2023-01-25,Telepon,info_sent,38:05:00
INQ00364,LST00566,AGT107,2023-02-04,Walk-in,no_response,
INQ00365,LST00876,AGT006,2023-09-13,WhatsApp,viewing_scheduled,52:03:00
INQ00366,LST00182,AGT010,2025-02-28,Email,info_sent,1:01
INQ00367,LST00440,AGT139,2022-04-08,WhatsApp,offer_made,17:08
INQ00368,LST00492,AGT033,2023-05-14,WhatsApp,no_response,
INQ00369,LST00954,AGT039,2024-04-11,WhatsApp,offer_made,21:01
INQ00370,LST00264,AGT010,2025-02-28,WhatsApp,info_sent,14:08
INQ00371,LST00168,AGT026,2022-02-25,WhatsApp,deal_closed,67:01:00
INQ00372,LST00317,AGT036,2024-06-14,Email,viewing_scheduled,46:00:00
INQ00373,LST00079,AGT035,2023-01-24,WhatsApp,no_response,
INQ00374,LST00977,AGT055,2024-06-11,WhatsApp,deal_closed,55:05:00
INQ00375,LST00777,AGT091,2025-02-28,WhatsApp,no_response,
INQ00376,LST00784,AGT078,2024-04-12,WhatsApp,no_response,
INQ00377,LST00513,AGT132,2023-04-24,Telepon,viewing_scheduled,8:09
INQ00378,LST00685,AGT027,2023-10-18,WhatsApp,no_response,
INQ00379,LST00365,AGT106,2022-12-18,WhatsApp,info_sent,28:00:00
INQ00380,LST00194,AGT028,2024-12-07,WhatsApp,deal_closed,1:04
INQ00381,LST00936,AGT039,2024-06-21,Walk-in,no_response,
INQ00382,LST00065,AGT068,2022-08-31,WhatsApp,info_sent,11:06
INQ00383,LST00835,AGT005,2022-10-08,Telepon,deal_closed,45:05:00
INQ00384,LST00031,AGT092,2025-02-28,WhatsApp,deal_closed,31:02:00
INQ00385,LST00827,AGT028,2023-04-09,Walk-in,info_sent,15:04
INQ00386,LST00195,AGT093,2024-07-25,Walk-in,viewing_scheduled,53:09:00
INQ00387,LST00069,AGT085,2023-01-24,Email,deal_closed,35:06:00
INQ00388,LST00790,AGT077,2022-11-07,WhatsApp,info_sent,46:03:00
INQ00389,LST00204,AGT050,2022-12-06,WhatsApp,viewing_scheduled,13:06
INQ00390,LST00585,AGT100,2024-03-22,WhatsApp,offer_made,67:02:00
INQ00391,LST00665,AGT007,2024-05-23,WhatsApp,deal_closed,60:03:00
INQ00392,LST00993,AGT060,2024-02-15,Telepon,no_response,
INQ00393,LST00138,AGT130,2022-06-28,Email,viewing_scheduled,40:05:00
INQ00394,LST00120,AGT074,2022-04-04,WhatsApp,viewing_scheduled,35:06:00
INQ00395,LST00565,AGT054,2022-08-19,WhatsApp,viewing_scheduled,58:04:00
INQ00396,LST00806,AGT110,2023-02-08,WhatsApp,info_sent,38:07:00
INQ00397,LST00436,AGT103,2022-09-26,WhatsApp,no_response,
INQ00398,LST00057,AGT115,2023-08-17,Email,no_response,
INQ00399,LST00713,AGT139,2023-01-29,WhatsApp,no_response,
INQ00400,LST00288,AGT127,2023-09-19,WhatsApp,no_response,
INQ00401,LST00999,AGT143,2022-07-18,WhatsApp,viewing_scheduled,22:03
INQ00402,LST00308,AGT147,2022-04-19,WhatsApp,no_response,
INQ00403,LST00292,AGT086,2024-02-29,WhatsApp,offer_made,6:08
INQ00404,LST00141,AGT125,2025-02-28,Email,viewing_scheduled,61:03:00
INQ00405,LST00372,AGT105,2025-02-20,WhatsApp,info_sent,55:03:00
INQ00406,LST00326,AGT040,2025-02-26,WhatsApp,viewing_scheduled,15:04
INQ00407,LST00820,AGT063,2023-12-21,WhatsApp,no_response,
INQ00408,LST00284,AGT076,2024-07-11,Walk-in,viewing_scheduled,54:04:00
INQ00409,LST00935,AGT059,2023-04-23,WhatsApp,offer_made,39:06:00
INQ00410,LST00592,AGT149,2024-11-23,WhatsApp,viewing_scheduled,47:04:00
INQ00411,LST00103,AGT149,2023-08-19,WhatsApp,deal_closed,67:00:00
INQ00412,LST00320,AGT071,2024-01-14,WhatsApp,offer_made,24:01:00
INQ00413,LST00759,AGT095,2023-01-29,WhatsApp,no_response,
INQ00414,LST00097,AGT081,2023-04-14,Email,no_response,
INQ00415,LST00110,AGT148,2024-08-03,WhatsApp,viewing_scheduled,58:03:00
INQ00416,LST00416,AGT049,2025-02-11,WhatsApp,info_sent,11:05
INQ00417,LST00963,AGT106,2024-04-21,WhatsApp,no_response,
INQ00418,LST00343,AGT128,2024-04-29,WhatsApp,offer_made,66:01:00
INQ00419,LST00718,AGT002,2024-05-25,Email,no_response,
INQ00420,LST00482,AGT014,2024-11-28,Walk-in,offer_made,9:02
INQ00421,LST00756,AGT018,2024-09-23,Email,viewing_scheduled,17:03
INQ00422,LST00418,AGT125,2023-08-28,Email,viewing_scheduled,63:00:00
INQ00423,LST00591,AGT019,2022-10-20,Telepon,viewing_scheduled,17:02
INQ00424,LST00441,AGT067,2024-12-02,Email,offer_made,28:00:00
INQ00425,LST00845,AGT088,2025-02-28,WhatsApp,info_sent,9:09
INQ00426,LST00998,AGT052,2024-05-08,WhatsApp,viewing_scheduled,20:08
INQ00427,LST00256,AGT100,2024-12-21,WhatsApp,offer_made,30:03:00
INQ00428,LST00664,AGT140,2022-03-21,Telepon,no_response,
INQ00429,LST00118,AGT145,2022-08-23,Email,info_sent,53:08:00
INQ00430,LST00708,AGT147,2023-10-12,Telepon,info_sent,58:07:00
INQ00431,LST00595,AGT132,2022-03-26,Email,info_sent,9:06
INQ00432,LST00042,AGT096,2022-06-25,WhatsApp,deal_closed,3:04
INQ00433,LST00074,AGT043,2024-05-26,WhatsApp,no_response,
INQ00434,LST00989,AGT117,2024-12-01,WhatsApp,no_response,
INQ00435,LST00589,AGT086,2024-09-26,Email,info_sent,51:07:00
INQ00436,LST00850,AGT116,2023-01-14,WhatsApp,no_response,
INQ00437,LST00350,AGT111,2025-02-28,Telepon,no_response,
INQ00438,LST00151,AGT071,2022-11-11,WhatsApp,info_sent,70:04:00
INQ00439,LST00388,AGT095,2024-10-23,Email,info_sent,32:00:00
INQ00440,LST00207,AGT017,2024-04-17,WhatsApp,info_sent,28:01:00
INQ00441,LST00193,AGT015,2022-08-23,Email,offer_made,17:06
INQ00442,LST00501,AGT057,2023-01-31,Telepon,no_response,
INQ00443,LST00259,AGT001,2022-01-09,Telepon,viewing_scheduled,11:05
INQ00444,LST00801,AGT065,2023-12-15,WhatsApp,deal_closed,33:01:00
INQ00445,LST00297,AGT021,2022-11-18,WhatsApp,no_response,
INQ00446,LST00903,AGT072,2023-10-23,WhatsApp,info_sent,20:02
INQ00447,LST00437,AGT134,2023-12-06,Telepon,deal_closed,38:02:00
INQ00448,LST00601,AGT031,2022-04-20,WhatsApp,info_sent,46:04:00
INQ00449,LST00461,AGT107,2025-01-26,Email,info_sent,60:05:00
INQ00450,LST00987,AGT122,2024-11-12,WhatsApp,info_sent,34:06:00
INQ00451,LST00449,AGT055,2022-10-05,WhatsApp,deal_closed,17:00
INQ00452,LST00498,AGT001,2023-12-29,WhatsApp,viewing_scheduled,36:07:00
INQ00453,LST00957,AGT145,2025-01-23,WhatsApp,info_sent,52:00:00
INQ00454,LST00535,AGT044,2022-06-02,Email,no_response,
INQ00455,LST00279,AGT041,2024-01-22,Telepon,info_sent,53:08:00
INQ00456,LST00021,AGT051,2024-07-29,Telepon,no_response,
INQ00457,LST00248,AGT098,2025-02-28,WhatsApp,info_sent,54:06:00
INQ00458,LST00685,AGT027,2023-10-11,Email,viewing_scheduled,57:05:00
INQ00459,LST00543,AGT138,2022-11-15,Email,viewing_scheduled,70:04:00
INQ00460,LST00004,AGT024,2022-08-02,WhatsApp,info_sent,55:04:00
INQ00461,LST00789,AGT025,2022-06-16,Telepon,info_sent,0:02
INQ00462,LST00199,AGT145,2023-04-09,WhatsApp,deal_closed,22:01
INQ00463,LST00783,AGT091,2022-07-28,WhatsApp,offer_made,58:00:00
INQ00464,LST00601,AGT031,2022-04-03,Email,info_sent,48:03:00
INQ00465,LST00984,AGT117,2022-06-25,WhatsApp,info_sent,34:00:00
INQ00466,LST00201,AGT107,2022-05-29,WhatsApp,no_response,
INQ00467,LST00879,AGT139,2023-11-14,WhatsApp,viewing_scheduled,54:07:00
INQ00468,LST00546,AGT063,2024-03-22,Telepon,info_sent,31:01:00
INQ00469,LST00576,AGT084,2024-05-30,Email,no_response,
INQ00470,LST00106,AGT061,2022-02-25,WhatsApp,info_sent,29:06:00
INQ00471,LST00045,AGT040,2023-09-12,Telepon,info_sent,38:06:00
INQ00472,LST00757,AGT029,2023-07-02,WhatsApp,offer_made,71:03:00
INQ00473,LST00562,AGT030,2023-01-25,Walk-in,no_response,
INQ00474,LST00227,AGT098,2022-12-21,WhatsApp,info_sent,7:01
INQ00475,LST00263,AGT100,2023-01-25,Email,info_sent,8:07
INQ00476,LST00288,AGT127,2023-10-09,Email,viewing_scheduled,64:03:00
INQ00477,LST00096,AGT068,2023-02-13,WhatsApp,viewing_scheduled,8:06
INQ00478,LST00825,AGT053,2023-12-18,Email,viewing_scheduled,53:08:00
INQ00479,LST00961,AGT101,2023-04-06,WhatsApp,no_response,
INQ00480,LST00488,AGT016,2022-09-13,Telepon,info_sent,47:04:00
INQ00481,LST00713,AGT139,2023-03-30,WhatsApp,viewing_scheduled,58:08:00
INQ00482,LST00222,AGT148,2022-07-17,WhatsApp,no_response,
INQ00483,LST00091,AGT144,2024-12-20,Telepon,info_sent,66:06:00
INQ00484,LST00285,AGT126,2023-05-21,WhatsApp,offer_made,25:02:00
INQ00485,LST00366,AGT061,2024-12-21,Telepon,viewing_scheduled,50:01:00
INQ00486,LST00028,AGT139,2025-01-22,Email,viewing_scheduled,1:06
INQ00487,LST00282,AGT100,2024-01-29,WhatsApp,info_sent,16:09
INQ00488,LST00047,AGT031,2022-06-20,WhatsApp,info_sent,14:03
INQ00489,LST00303,AGT138,2023-06-01,WhatsApp,offer_made,32:04:00
INQ00490,LST00634,AGT131,2023-07-29,WhatsApp,no_response,
INQ00491,LST00744,AGT121,2023-11-25,WhatsApp,offer_made,54:05:00
INQ00492,LST00780,AGT080,2022-12-28,Email,viewing_scheduled,11:02
INQ00493,LST00065,AGT068,2022-08-29,Telepon,info_sent,0:06
INQ00494,LST00384,AGT039,2024-08-04,Telepon,info_sent,49:03:00
INQ00495,LST00915,AGT030,2022-12-16,WhatsApp,no_response,
INQ00496,LST00783,AGT091,2022-07-11,WhatsApp,no_response,
INQ00497,LST00158,AGT087,2024-07-31,WhatsApp,viewing_scheduled,16:06
INQ00498,LST00833,AGT127,2022-04-10,WhatsApp,offer_made,37:05:00
INQ00499,LST00569,AGT021,2023-12-08,Email,viewing_scheduled,68:04:00
INQ00500,LST00955,AGT104,2023-05-25,Telepon,info_sent,59:07:00
INQ00501,LST00609,AGT131,2023-06-25,Email,viewing_scheduled,15:06
INQ00502,LST00460,AGT083,2024-08-07,WhatsApp,viewing_scheduled,60:03:00
INQ00503,LST00456,AGT007,2022-11-21,WhatsApp,info_sent,43:07:00
INQ00504,LST00949,AGT063,2023-01-21,WhatsApp,info_sent,21:03
INQ00505,LST00792,AGT122,2023-09-24,Telepon,no_response,
INQ00506,LST00896,AGT090,2024-01-01,WhatsApp,offer_made,9:02
INQ00507,LST00056,AGT057,2024-10-08,Walk-in,offer_made,38:05:00
INQ00508,LST00878,AGT070,2022-03-29,Telepon,viewing_scheduled,28:05:00
INQ00509,LST00666,AGT029,2023-03-30,Walk-in,deal_closed,58:08:00
INQ00510,LST00055,AGT150,2023-11-19,Telepon,info_sent,57:05:00
INQ00511,LST00247,AGT098,2023-08-27,Telepon,viewing_scheduled,39:02:00
INQ00512,LST00076,AGT025,2022-09-05,Telepon,viewing_scheduled,6:01
INQ00513,LST00538,AGT064,2023-12-26,WhatsApp,info_sent,18:09
INQ00514,LST00563,AGT049,2025-01-30,WhatsApp,no_response,
INQ00515,LST00438,AGT072,2023-06-30,WhatsApp,no_response,
INQ00516,LST00823,AGT006,2022-06-30,Email,offer_made,6:05
INQ00517,LST00152,AGT094,2024-02-04,Telepon,no_response,
INQ00518,LST00433,AGT074,2023-06-21,WhatsApp,deal_closed,54:08:00
INQ00519,LST00472,AGT130,2023-06-30,Email,info_sent,71:05:00
INQ00520,LST00346,AGT084,2024-12-15,WhatsApp,deal_closed,0:09
INQ00521,LST00028,AGT139,2025-02-28,Email,no_response,
INQ00522,LST00884,AGT028,2023-03-26,Walk-in,no_response,
INQ00523,LST00086,AGT057,2025-02-23,WhatsApp,deal_closed,53:05:00
INQ00524,LST00653,AGT068,2022-04-06,WhatsApp,no_response,
INQ00525,LST00705,AGT046,2024-08-06,Telepon,no_response,
INQ00526,LST00450,AGT105,2023-11-24,Email,info_sent,4:02
INQ00527,LST00646,AGT115,2022-03-24,WhatsApp,deal_closed,10:09
INQ00528,LST00362,AGT065,2025-01-02,WhatsApp,offer_made,8:04
INQ00529,LST00937,AGT042,2022-12-03,Email,info_sent,54:02:00
INQ00530,LST00268,AGT025,2024-11-24,WhatsApp,viewing_scheduled,58:05:00
INQ00531,LST00615,AGT095,2024-12-17,WhatsApp,viewing_scheduled,37:06:00
INQ00532,LST00787,AGT053,2023-09-29,WhatsApp,info_sent,59:04:00
INQ00533,LST00296,AGT121,2024-08-11,Email,no_response,
INQ00534,LST00322,AGT035,2023-10-04,Telepon,no_response,
INQ00535,LST00520,AGT009,2023-05-12,Telepon,no_response,
INQ00536,LST00046,AGT019,2022-07-07,WhatsApp,no_response,
INQ00537,LST00678,AGT149,2023-05-25,WhatsApp,info_sent,24:09:00
INQ00538,LST00350,AGT111,2025-02-23,WhatsApp,deal_closed,37:02:00
INQ00539,LST00543,AGT138,2022-11-07,WhatsApp,info_sent,40:06:00
INQ00540,LST00242,AGT033,2023-06-14,WhatsApp,info_sent,36:09:00
INQ00541,LST00330,AGT033,2022-03-27,Email,no_response,
INQ00542,LST00375,AGT061,2022-12-09,WhatsApp,viewing_scheduled,27:01:00
INQ00543,LST00043,AGT043,2023-12-20,Walk-in,no_response,
INQ00544,LST00641,AGT029,2024-03-09,WhatsApp,info_sent,15:00
INQ00545,LST00421,AGT016,2024-07-20,Email,viewing_scheduled,33:02:00
INQ00546,LST00364,AGT112,2023-12-16,WhatsApp,deal_closed,45:00:00
INQ00547,LST00652,AGT064,2022-11-01,WhatsApp,no_response,
INQ00548,LST00067,AGT002,2023-08-06,WhatsApp,no_response,
INQ00549,LST00951,AGT005,2023-04-06,WhatsApp,info_sent,60:01:00
INQ00550,LST00128,AGT004,2024-08-18,Telepon,deal_closed,0:05
INQ00551,LST00641,AGT029,2024-01-15,Email,info_sent,39:05:00
INQ00552,LST00486,AGT064,2023-05-31,WhatsApp,viewing_scheduled,14:00
INQ00553,LST00736,AGT043,2024-04-01,Telepon,offer_made,4:07
INQ00554,LST00275,AGT128,2022-09-15,WhatsApp,offer_made,4:08
INQ00555,LST00714,AGT110,2024-02-27,Email,offer_made,21:03
INQ00556,LST00175,AGT031,2024-09-07,Telepon,offer_made,48:02:00
INQ00557,LST00749,AGT098,2023-11-04,WhatsApp,info_sent,11:05
INQ00558,LST00249,AGT091,2022-09-12,Walk-in,offer_made,9:05
INQ00559,LST00740,AGT020,2022-10-14,Telepon,viewing_scheduled,15:05
INQ00560,LST00318,AGT078,2023-08-25,WhatsApp,viewing_scheduled,62:09:00
INQ00561,LST00842,AGT063,2024-06-07,WhatsApp,offer_made,28:01:00
INQ00562,LST00364,AGT112,2023-12-12,WhatsApp,deal_closed,21:00
INQ00563,LST00895,AGT025,2022-11-19,WhatsApp,info_sent,56:08:00
INQ00564,LST00739,AGT144,2024-07-03,WhatsApp,info_sent,39:02:00
INQ00565,LST00192,AGT021,2023-02-20,WhatsApp,deal_closed,1:08
INQ00566,LST00087,AGT015,2025-01-26,WhatsApp,info_sent,29:07:00
INQ00567,LST00287,AGT121,2023-02-25,WhatsApp,viewing_scheduled,41:05:00
INQ00568,LST00835,AGT005,2022-12-27,WhatsApp,deal_closed,16:03
INQ00569,LST00112,AGT021,2024-05-06,WhatsApp,viewing_scheduled,50:02:00
INQ00570,LST00532,AGT065,2023-12-27,WhatsApp,info_sent,52:03:00
INQ00571,LST00138,AGT130,2023-01-03,Email,offer_made,4:05
INQ00572,LST00705,AGT046,2024-08-25,WhatsApp,info_sent,49:05:00
INQ00573,LST00059,AGT149,2023-01-14,WhatsApp,info_sent,66:00:00
INQ00574,LST00214,AGT074,2022-08-01,WhatsApp,viewing_scheduled,18:06
INQ00575,LST00323,AGT136,2023-02-09,WhatsApp,deal_closed,16:01
INQ00576,LST00145,AGT026,2023-01-28,WhatsApp,no_response,
INQ00577,LST00729,AGT047,2024-02-18,Telepon,viewing_scheduled,33:06:00
INQ00578,LST00900,AGT060,2022-07-04,WhatsApp,viewing_scheduled,3:06
INQ00579,LST01000,AGT042,2022-07-15,WhatsApp,viewing_scheduled,6:07
INQ00580,LST00696,AGT094,2024-09-21,Telepon,info_sent,9:08
INQ00581,LST00660,AGT099,2023-11-05,WhatsApp,no_response,
INQ00582,LST00904,AGT031,2025-02-28,WhatsApp,deal_closed,5:06
INQ00583,LST00086,AGT057,2025-02-28,Telepon,deal_closed,69:02:00
INQ00584,LST00399,AGT150,2024-11-10,Telepon,viewing_scheduled,61:08:00
INQ00585,LST00798,AGT047,2024-04-23,Walk-in,viewing_scheduled,64:02:00
INQ00586,LST00011,AGT081,2024-02-26,WhatsApp,no_response,
INQ00587,LST00831,AGT010,2022-05-15,Email,no_response,
INQ00588,LST00343,AGT128,2024-07-16,WhatsApp,no_response,
INQ00589,LST00563,AGT049,2025-01-28,Email,viewing_scheduled,66:06:00
INQ00590,LST00251,AGT047,2023-01-29,WhatsApp,viewing_scheduled,45:09:00
INQ00591,LST00510,AGT022,2022-04-28,Walk-in,info_sent,59:03:00
INQ00592,LST00611,AGT086,2022-09-17,Walk-in,info_sent,66:00:00
INQ00593,LST00904,AGT031,2025-02-28,Email,info_sent,28:03:00
INQ00594,LST00625,AGT090,2022-12-17,WhatsApp,no_response,
INQ00595,LST00079,AGT035,2023-01-25,Email,no_response,
INQ00596,LST00828,AGT120,2023-06-27,Telepon,offer_made,55:06:00
INQ00597,LST00294,AGT086,2023-04-20,Telepon,info_sent,16:03
INQ00598,LST00407,AGT110,2025-02-23,Telepon,info_sent,60:04:00
INQ00599,LST00601,AGT031,2022-03-30,Walk-in,info_sent,14:01
INQ00600,LST00835,AGT005,2022-09-29,WhatsApp,viewing_scheduled,43:04:00
INQ00601,LST00152,AGT094,2023-04-28,WhatsApp,viewing_scheduled,19:09
INQ00602,LST00346,AGT084,2025-02-28,WhatsApp,no_response,
INQ00603,LST00262,AGT021,2023-01-31,Email,deal_closed,61:07:00
INQ00604,LST00302,AGT074,2023-01-31,Telepon,viewing_scheduled,29:04:00
INQ00605,LST00766,AGT086,2023-12-28,WhatsApp,offer_made,1:06
INQ00606,LST00812,AGT021,2025-01-08,WhatsApp,viewing_scheduled,67:04:00
INQ00607,LST00439,AGT114,2023-04-26,Walk-in,no_response,
INQ00608,LST00532,AGT065,2024-03-02,WhatsApp,no_response,
INQ00609,LST00765,AGT018,2024-09-30,WhatsApp,deal_closed,61:00:00
INQ00610,LST00962,AGT074,2024-05-16,WhatsApp,no_response,
INQ00611,LST00533,AGT050,2025-02-28,WhatsApp,info_sent,28:02:00
INQ00612,LST00906,AGT003,2022-09-27,WhatsApp,deal_closed,2:01
INQ00613,LST00158,AGT087,2024-09-03,Telepon,no_response,
INQ00614,LST00329,AGT078,2023-05-07,WhatsApp,info_sent,55:03:00
INQ00615,LST00261,AGT138,2025-02-28,WhatsApp,no_response,
INQ00616,LST00838,AGT008,2023-05-04,Telepon,viewing_scheduled,13:03
INQ00617,LST00586,AGT138,2024-08-04,Telepon,offer_made,61:00:00
INQ00618,LST00435,AGT093,2024-02-03,Email,no_response,
INQ00619,LST00637,AGT038,2025-01-06,Telepon,info_sent,21:00
INQ00620,LST00987,AGT122,2024-09-29,WhatsApp,info_sent,22:00
INQ00621,LST00568,AGT047,2022-08-12,Telepon,viewing_scheduled,56:02:00
INQ00622,LST00351,AGT121,2024-01-31,WhatsApp,viewing_scheduled,62:01:00
INQ00623,LST00935,AGT059,2023-03-15,Walk-in,viewing_scheduled,9:09
INQ00624,LST00048,AGT129,2024-07-06,WhatsApp,offer_made,27:00:00
INQ00625,LST00742,AGT084,2022-02-10,WhatsApp,no_response,
INQ00626,LST00684,AGT081,2023-07-30,Telepon,offer_made,50:00:00
INQ00627,LST00621,AGT045,2024-02-22,Telepon,info_sent,71:05:00
INQ00628,LST00595,AGT132,2022-06-09,WhatsApp,info_sent,20:06
INQ00629,LST00187,AGT065,2024-01-15,Walk-in,viewing_scheduled,71:04:00
INQ00630,LST00597,AGT098,2024-12-30,WhatsApp,info_sent,54:05:00
INQ00631,LST00724,AGT147,2024-02-09,Email,offer_made,30:04:00
INQ00632,LST00640,AGT083,2024-04-10,WhatsApp,deal_closed,47:03:00
INQ00633,LST00851,AGT131,2024-03-08,Email,viewing_scheduled,54:07:00
INQ00634,LST00764,AGT048,2024-03-29,Email,deal_closed,70:07:00
INQ00635,LST00468,AGT109,2022-12-09,Telepon,info_sent,10:05
INQ00636,LST00803,AGT042,2022-04-02,Telepon,info_sent,45:09:00
INQ00637,LST00583,AGT067,2024-02-08,WhatsApp,info_sent,40:07:00
INQ00638,LST00302,AGT074,2022-12-06,Walk-in,viewing_scheduled,63:09:00
INQ00639,LST00584,AGT081,2025-02-28,WhatsApp,info_sent,64:01:00
INQ00640,LST00111,AGT098,2024-04-13,Walk-in,info_sent,21:03
INQ00641,LST00145,AGT026,2023-04-22,WhatsApp,viewing_scheduled,40:04:00
INQ00642,LST00961,AGT101,2023-01-06,WhatsApp,viewing_scheduled,50:04:00
INQ00643,LST00572,AGT087,2024-05-10,WhatsApp,info_sent,46:01:00
INQ00644,LST00469,AGT016,2023-06-26,WhatsApp,offer_made,31:09:00
INQ00645,LST00768,AGT129,2025-01-19,WhatsApp,viewing_scheduled,67:09:00
INQ00646,LST00742,AGT084,2022-03-09,Telepon,viewing_scheduled,15:09
INQ00647,LST00687,AGT009,2022-06-25,WhatsApp,offer_made,17:06
INQ00648,LST00973,AGT126,2024-11-21,WhatsApp,offer_made,64:06:00
INQ00649,LST00776,AGT117,2022-01-15,WhatsApp,no_response,
INQ00650,LST00919,AGT134,2024-07-21,WhatsApp,offer_made,8:06
INQ00651,LST00146,AGT143,2022-09-07,Email,viewing_scheduled,24:06:00
INQ00652,LST00563,AGT049,2025-02-02,WhatsApp,viewing_scheduled,55:00:00
INQ00653,LST00558,AGT104,2022-12-07,WhatsApp,viewing_scheduled,47:06:00
INQ00654,LST00096,AGT068,2023-04-11,Telepon,info_sent,41:03:00
INQ00655,LST00353,AGT088,2022-11-20,Email,no_response,
INQ00656,LST00946,AGT063,2022-12-22,WhatsApp,viewing_scheduled,34:08:00
INQ00657,LST00437,AGT134,2023-12-06,Email,offer_made,63:05:00
INQ00658,LST00785,AGT104,2022-09-01,Telepon,info_sent,41:02:00
INQ00659,LST00946,AGT063,2022-11-27,WhatsApp,info_sent,56:00:00
INQ00660,LST00409,AGT077,2022-06-18,WhatsApp,viewing_scheduled,57:04:00
INQ00661,LST00319,AGT121,2023-05-20,WhatsApp,offer_made,64:07:00
INQ00662,LST00876,AGT006,2023-09-10,WhatsApp,viewing_scheduled,54:02:00
INQ00663,LST00002,AGT052,2025-01-30,Email,viewing_scheduled,31:03:00
INQ00664,LST00401,AGT118,2022-10-16,WhatsApp,no_response,
INQ00665,LST00120,AGT074,2022-05-05,Walk-in,info_sent,36:03:00
INQ00666,LST00077,AGT124,2024-05-31,Email,info_sent,58:06:00
INQ00667,LST00343,AGT128,2024-07-22,WhatsApp,no_response,
INQ00668,LST00969,AGT107,2024-09-13,WhatsApp,viewing_scheduled,4:01
INQ00669,LST00664,AGT140,2022-02-07,WhatsApp,info_sent,45:04:00
INQ00670,LST00075,AGT028,2024-06-19,WhatsApp,viewing_scheduled,29:04:00
INQ00671,LST00182,AGT010,2025-02-28,Email,viewing_scheduled,14:02
INQ00672,LST00597,AGT098,2024-12-07,Email,info_sent,45:02:00
INQ00673,LST00052,AGT057,2025-02-28,WhatsApp,info_sent,45:09:00
INQ00674,LST00277,AGT029,2023-08-09,Telepon,viewing_scheduled,31:09:00
INQ00675,LST00289,AGT024,2022-05-30,WhatsApp,no_response,
INQ00676,LST00732,AGT033,2024-12-08,WhatsApp,deal_closed,29:01:00
INQ00677,LST00884,AGT028,2023-02-03,Email,no_response,
INQ00678,LST00611,AGT086,2022-09-18,WhatsApp,no_response,
INQ00679,LST00569,AGT021,2023-11-16,WhatsApp,deal_closed,62:08:00
INQ00680,LST00743,AGT073,2022-03-05,WhatsApp,no_response,
INQ00681,LST00165,AGT037,2023-08-19,Email,viewing_scheduled,4:09
INQ00682,LST00797,AGT036,2024-10-30,WhatsApp,info_sent,67:04:00
INQ00683,LST00691,AGT039,2023-04-09,WhatsApp,info_sent,14:04
INQ00684,LST00465,AGT016,2023-04-25,WhatsApp,no_response,
INQ00685,LST00978,AGT044,2025-02-27,WhatsApp,offer_made,67:00:00
INQ00686,LST00208,AGT030,2024-04-29,WhatsApp,no_response,
INQ00687,LST00479,AGT029,2023-01-12,WhatsApp,viewing_scheduled,0:09
INQ00688,LST00870,AGT056,2024-04-23,Email,no_response,
INQ00689,LST00081,AGT093,2023-12-20,WhatsApp,no_response,
INQ00690,LST00389,AGT083,2023-06-16,WhatsApp,deal_closed,30:04:00
INQ00691,LST00845,AGT088,2025-02-28,Email,info_sent,9:06
INQ00692,LST00508,AGT096,2022-05-24,Telepon,info_sent,27:01:00
INQ00693,LST00195,AGT093,2024-06-21,Telepon,no_response,
INQ00694,LST00913,AGT038,2024-07-12,Telepon,info_sent,22:02
INQ00695,LST00607,AGT067,2024-06-15,Walk-in,info_sent,62:03:00
INQ00696,LST00331,AGT111,2022-09-13,WhatsApp,info_sent,21:02
INQ00697,LST00045,AGT040,2023-07-18,Telepon,info_sent,20:06
INQ00698,LST00055,AGT150,2023-12-03,Telepon,info_sent,49:01:00
INQ00699,LST00852,AGT046,2023-12-03,WhatsApp,viewing_scheduled,38:05:00
INQ00700,LST00950,AGT129,2024-05-01,Telepon,deal_closed,57:00:00
INQ00701,LST00684,AGT081,2023-08-08,WhatsApp,info_sent,5:05
INQ00702,LST00854,AGT054,2024-01-23,Email,no_response,
INQ00703,LST00900,AGT060,2022-06-24,Email,viewing_scheduled,59:06:00
INQ00704,LST00105,AGT103,2022-08-17,WhatsApp,viewing_scheduled,67:00:00
INQ00705,LST00430,AGT144,2023-11-17,Telepon,viewing_scheduled,24:06:00
INQ00706,LST00850,AGT116,2023-05-16,Walk-in,offer_made,43:07:00
INQ00707,LST00240,AGT091,2023-07-15,WhatsApp,viewing_scheduled,17:06
INQ00708,LST00118,AGT145,2022-10-19,Telepon,info_sent,39:02:00
INQ00709,LST00327,AGT142,2022-03-29,WhatsApp,info_sent,16:06
INQ00710,LST00769,AGT090,2024-07-02,Walk-in,no_response,
INQ00711,LST00505,AGT063,2023-01-15,Telepon,deal_closed,45:09:00
